Street Details,Floor Level,Gate Level,Road Centre,Latitude,Longitude
7 Crane Street North Lismore,13.07,10.59,10.71,-28.8032527,153.2713003
11 Crane Street North Lismore,12.84,10.74,10.91,-28.8037255,153.2711554
19 Crane Street North Lismore,11.98,10.03,10.3,-28.8034349,153.2705503
9 Currie Street North Lismore,13.3,9.14,9.53,-28.8004133,153.2724314
11 Currie Street North Lismore,13.4,9.73,9.7,-28.8002376,153.272516
7 Exton Street North Lismore,9.32,9.1,9.47,-28.8014659,153.2748238
15 Exton Street North Lismore,13.12,8.9,9.24,-28.8016008,153.2745268
20 Exton Street North Lismore,13.24,8.92,9.24,-28.8018449,153.2743531
11 Gibbon Street North Lismore,13.54,11.44,11.61,-28.7992403,153.2661238
13 Gibbon Street North Lismore,13.81,11.51,11.72,-28.7992613,153.2659552
8 Gray Street North Lismore,11.89,10,10.2,-28.7996282,153.2714028
12 Hallam Street North Lismore,12.5,11.82,11.89,-28.7988903,153.2664708
1 Johnstone Lane North Lismore,13.31,10.34,10.37,-28.801886,153.263308
7 Johnstone Lane North Lismore,12.74,10.19,10.16,-28.8019529,153.2637752
66 Lake Street North Lismore,13.12,8.83,8.53,-28.7999105,153.2802411
70 Lake Street North Lismore,12.87,9.01,8.91,-28.8001729,153.2800298
76 Lake Street North Lismore,11.65,9.22,9.15,-28.8001273,153.2797184
78 Lake Street North Lismore,11.58,9.39,9.25,-28.7997986,153.2795042
84 Lake Street North Lismore,13.35,9.05,9.32,Not found,Not found
89 Lake Street North Lismore,12.53,8.06,8.47,-28.7991403,153.2789476
89 Lake Street North Lismore,12.07,9.35,8.48,-28.7991403,153.2789476
89 Lake Street North Lismore,11.97,8.26,8.52,-28.7991403,153.2789476
89 Lake Street North Lismore,11.9,7.95,8.98,-28.7991403,153.2789476
101 Lake Street North Lismore,13.15,7.22,8.75,-28.7988577,153.2777567
162 Lake Street North Lismore,11.48,8.52,8.45,Not found,Not found
172 Lake St North Lismore,11.86,9.33,9.4,Not found,Not found
219 Lake Street North Lismore,12.86,12.45,11.54,-28.7970977,153.2663929
231 Lake Street North Lismore,17.45,16.94,14.99,-28.7971389,153.2667458
232 Lake Street North Lismore,13.69,12.4,13.29,-28.7976673,153.266288
9 Macaulay Street North Lismore,12.53,10.92,11.01,-28.8001756,153.2656638
17 Macaulay Street North Lismore,11.9,11.88,11.82,-28.7992753,153.265801
19 Macaulay Street North Lismore,12.23,12.12,12.55,-28.7990724,153.2658566
23 Macaulay Street North Lismore,12.94,12.23,12.45,-28.7987884,153.2660782
29 Macaulay Street North Lismore,14.59,13.66,13.31,-28.7979324,153.2664306
31 Macaulay Street North Lismore,14.88,14.51,15.14,-28.7998067,153.2659526
36 Macaulay Street North Lismore,12.61,10.71,11.3,-28.7998199,153.2652722
38 Macaulay Street North Lismore,13.79,11.52,11.74,-28.7995711,153.2652668
44 Macaulay Street North Lismore,13.29,12.05,12.29,-28.7991713,153.2653037
50 Macaulay Street North Lismore,14.09,12.55,12.72,-28.7988936,153.2653551
72 Macaulay Street North Lismore,16.98,15.69,15.14,-28.7980262,153.2656436
74 Macaulay Street North Lismore,18.79,16.52,15.93,-28.7978155,153.2656414
8 Peate Street North Lismore,12.13,9.88,9.93,-28.8004424,153.271155
10 Peate Street North Lismore,12.3,10.16,10.18,-28.8002544,153.2711891
15 Peate Street North Lismore,12.59,9.45,9.72,-28.8007866,153.2715114
17 Peate Street North Lismore,12.92,9.9,9.93,-28.8005177,153.27161
19 Peate Street North Lismore,13.44,10.02,10.33,-28.8001889,153.2716333
3 Pine Street North Lismore,12.89,10.66,10.54,-28.8040952,153.2730843
4 Pine Street North Lismore,12.75,10.88,10.87,-28.8020916,153.2732078
84 Lake Street North Lismore,13.35,9.05,9.32,Not found,Not found
89 Lake Street North Lismore,12.53,8.06,8.47,-28.7991403,153.2789476
89 Lake Street North Lismore,12.07,9.35,8.48,-28.7991403,153.2789476
89 Lake Street North Lismore,11.97,8.26,8.52,-28.7991403,153.2789476
89 Lake Street North Lismore,11.9,7.95,8.98,-28.7991403,153.2789476
101 Lake Street North Lismore,13.15,7.22,8.75,-28.7988577,153.2777567
162 Lake Street North Lismore,11.48,8.52,8.45,Not found,Not found
172 Lake St North Lismore,11.86,9.33,9.4,Not found,Not found
219 Lake Street North Lismore,12.86,12.45,11.54,-28.7970977,153.2663929
231 Lake Street North Lismore,17.45,16.94,14.99,-28.7971389,153.2667458
232 Lake Street North Lismore,13.69,12.4,13.29,-28.7976673,153.266288
9 Macaulay Street North Lismore,12.53,10.92,11.01,-28.8001756,153.2656638
17 Macaulay Street North Lismore,11.9,11.88,11.82,-28.7992753,153.265801
19 Macaulay Street North Lismore,12.23,12.12,12.55,-28.7990724,153.2658566
23 Macaulay Street North Lismore,12.94,12.23,12.45,-28.7987884,153.2660782
29 Macaulay Street North Lismore,14.59,13.66,13.31,-28.7979324,153.2664306
31 Macaulay Street North Lismore,14.88,14.51,15.14,-28.7998067,153.2659526
36 Macaulay Street North Lismore,12.61,10.71,11.3,-28.7998199,153.2652722
38 Macaulay Street North Lismore,13.79,11.52,11.74,-28.7995711,153.2652668
44 Macaulay Street North Lismore,13.29,12.05,12.29,-28.7991713,153.2653037
50 Macaulay Street North Lismore,14.09,12.55,12.72,-28.7988936,153.2653551
72 Macaulay Street North Lismore,16.98,15.69,15.14,-28.7980262,153.2656436
74 Macaulay Street North Lismore,18.79,16.52,15.93,-28.7978155,153.2656414
8 Peate Street North Lismore,12.13,9.88,9.93,-28.8004424,153.271155
10 Peate Street North Lismore,12.3,10.16,10.18,-28.8002544,153.2711891
15 Peate Street North Lismore,12.59,9.45,9.72,-28.8007866,153.2715114
17 Peate Street North Lismore,12.92,9.9,9.93,-28.8005177,153.27161
19 Peate Street North Lismore,13.44,10.02,10.33,-28.8001889,153.2716333
3 Pine Street North Lismore,12.89,10.66,10.54,-28.8040952,153.2730843
4 Pine Street North Lismore,12.75,10.88,10.87,-28.8020916,153.2732078
7 Pine Street North Lismore,13.04,10.92,10.84,-28.8038797,153.2731345
8 Pine Street North Lismore,12.92,10.87,10.88,-28.8037096,153.2725983
9 Pine Street North Lismore,12.77,10.75,10.88,-28.8037902,153.2731957
10 Pine Street North Lismore,10.88,10.93,10.88,-28.8034969,153.2724097
11 Pine Street North Lismore,11.7,10.93,10.87,-28.8035565,153.2731793
12 Pine Street North Lismore,13.02,10.88,1.82,-28.8032855,153.2724378
13 Pine Street North Lismore,13.01,10.94,10.82,-28.8034251,153.273215
16 Pine Street North Lismore,11.38,10.75,10.76,-28.8031141,153.2726611
17 Pine Street North Lismore,13.29,10.9,10.76,-28.8032237,153.273278
21 Pine Street North Lismore,12.86,10.73,10.47,-28.8030567,153.273323
22 Pine Street North Lismore,13.11,10.52,10.47,-28.8029219,153.2728002
23 Pine Street North Lismore,10.7,10.55,10.33,-28.8029149,153.2733088
24 Pine Street North Lismore,13.23,10.45,10.33,-28.802763,153.2727776
31 Pine Street North Lismore,13.13,8.82,9.03,-28.8019241,153.2734913
35 Pine Street North Lismore,10.56,8.4,8.4,-28.8017394,153.2735143
59 Pine Street North Lismore,13.12,9.27,9.38,-28.8004613,153.2737359
60 Pine Street North Lismore,13.4,8.5,8.78,-28.8005356,153.2731592
62 Pine Street North Lismore,13.36,9.15,9.38,-28.8003435,153.2731529
64 Pine Street North Lismore,11.86,9.62,9.99,-28.8001882,153.2733026
70 Pine Street North Lismore,12.92,9.69,9.69,-28.7993057,153.2732053
10 Pitt Lane North Lismore,11.76,7.37,7.27,-28.8009239,153.2796501
12 Pitt Lane North Lismore,8.81,7.4,7.25,-28.8004398,153.2791596
7 Simmons Street North Lismore,13.22,10.49,10.48,-28.8038305,153.2748781
8 Simmons Street North Lismore,12.68,10.42,10.48,-28.8041206,153.2747846
9 Simmons Street North Lismore,12.65,10.5,10.66,-28.8037823,153.2747168
10 Simmons Street North Lismore,13,10.63,10.66,-28.8041313,153.274594
11 Simmons Street North Lismore,12.89,10.6,10.78,-28.8037584,153.2745752
12 Simmons Street North Lismore,13.03,10.61,10.8,-28.8040797,153.2744158
13 Simmons Street North Lismore,12.74,10.61,10.8,-28.8037493,153.2744253
14 Simmons Street North Lismore,12.99,10.74,10.85,-28.8040521,153.2742781
15 Simmons Street North Lismore,13.52,10.66,10.89,-28.8037318,153.274297
16 Simmons Street North Lismore,13.24,10.72,10.88,-28.804014,153.2741748
7 Pine Street North Lismore,13.04,10.92,10.84,-28.8038797,153.2731345
8 Pine Street North Lismore,12.92,10.87,10.88,-28.8037096,153.2725983
9 Pine Street North Lismore,12.77,10.75,10.88,-28.8037902,153.2731957
10 Pine Street North Lismore,10.88,10.93,10.88,-28.8034969,153.2724097
11 Pine Street North Lismore,11.7,10.93,10.87,-28.8035565,153.2731793
12 Pine Street North Lismore,13.02,10.88,1.82,-28.8032855,153.2724378
13 Pine Street North Lismore,13.01,10.94,10.82,-28.8034251,153.273215
16 Pine Street North Lismore,11.38,10.75,10.76,-28.8031141,153.2726611
17 Pine Street North Lismore,13.29,10.9,10.76,-28.8032237,153.273278
21 Pine Street North Lismore,12.86,10.73,10.47,-28.8030567,153.273323
22 Pine Street North Lismore,13.11,10.52,10.47,-28.8029219,153.2728002
23 Pine Street North Lismore,10.7,10.55,10.33,-28.8029149,153.2733088
24 Pine Street North Lismore,13.23,10.45,10.33,-28.802763,153.2727776
31 Pine Street North Lismore,13.13,8.82,9.03,-28.8019241,153.2734913
35 Pine Street North Lismore,10.56,8.4,8.4,-28.8017394,153.2735143
59 Pine Street North Lismore,13.12,9.27,9.38,-28.8004613,153.2737359
60 Pine Street North Lismore,13.4,8.5,8.78,-28.8005356,153.2731592
62 Pine Street North Lismore,13.36,9.15,9.38,-28.8003435,153.2731529
64 Pine Street North Lismore,11.86,9.62,9.99,-28.8001882,153.2733026
70 Pine Street North Lismore,12.92,9.69,9.69,-28.7993057,153.2732053
10 Pitt Lane North Lismore,11.76,7.37,7.27,-28.8009239,153.2796501
12 Pitt Lane North Lismore,8.81,7.4,7.25,-28.8004398,153.2791596
7 Simmons Street North Lismore,13.22,10.49,10.48,-28.8038305,153.2748781
8 Simmons Street North Lismore,12.68,10.42,10.48,-28.8041206,153.2747846
9 Simmons Street North Lismore,12.65,10.5,10.66,-28.8037823,153.2747168
10 Simmons Street North Lismore,13,10.63,10.66,-28.8041313,153.274594
11 Simmons Street North Lismore,12.89,10.6,10.78,-28.8037584,153.2745752
12 Simmons Street North Lismore,13.03,10.61,10.8,-28.8040797,153.2744158
13 Simmons Street North Lismore,12.74,10.61,10.8,-28.8037493,153.2744253
14 Simmons Street North Lismore,12.99,10.74,10.85,-28.8040521,153.2742781
15 Simmons Street North Lismore,13.52,10.66,10.89,-28.8037318,153.274297
16 Simmons Street North Lismore,13.24,10.72,10.88,-28.804014,153.2741748
18 Simmons Street North Lismore,12.96,10.71,10.81,-28.8039716,153.2739595
19 Simmons Street North Lismore,12.82,10.74,10.83,-28.8036512,153.2739909
22 Simmons Street North Lismore,13.55,10.75,10.83,-28.8039641,153.2737676
23 Simmons Street North Lismore,13.34,10.81,10.87,-28.8036225,153.2737806
24 Simmons Street North Lismore,13.52,10.89,10.85,-28.8039193,153.2735925
25 Simmons Street North Lismore,13.07,10.76,10.88,-28.8035933,153.2736169
6 Slater Street North Lismore,12.52,9.49,9.13,-28.7983073,153.2749187
8 Slater Street North Lismore,12.85,9.46,9.45,-28.7982865,153.2746978
10 Slater Street North Lismore,12.71,9.33,9.51,-28.7982473,153.274513
9 Terania Street North Lismore,11.51,8.8,9.26,-28.8027192,153.2764382
28 Terania Street North Lismore,11.54,10.67,10.85,-28.8029408,153.2751654
28A Terania Street NORTH LISMORE,11.05,10.67,10.85,-28.802886,153.2750914
28B Terania Street NORTH LISMORE,10.83,10.73,10.86,-28.803061,153.2750014
30 Terania Street North Lismore,13.23,10.74,10.88,-28.8029344,153.2748726
31 Terania Street North Lismore,11.09,10.75,10.86,-28.8022423,153.2751072
31 Terania Street North Lismore,10.75,10.75,10.86,-28.8022423,153.2751072
32 Terania Street North Lismore,12.86,10.83,10.93,-28.802905,153.2747345
33 Terania Street North Lismore,10.7,10.68,10.88,-28.8022472,153.2750108
35 Terania Street North Lismore,13.04,10.64,10.93,-28.8024286,153.2748726
36 Terania Street North Lismore,12.81,10.77,10.92,-28.8028757,153.2745964
37 Terania Street North Lismore,13.14,10.76,10.93,-28.8023937,153.2748077
38 Terania Street North Lismore,11.76,10.78,10.86,-28.8031186,153.2744007
39 Terania Street North Lismore,9.64,8.9,9.25,-28.802394,153.2747002
41 Terania Street North Lismore,12.73,10.62,10.92,-28.8023377,153.2746467
42 Terania Street North Lismore,13.02,10.82,10.82,-28.803021,153.2743148
43 Terania Street North Lismore,12.64,10.52,10.86,-28.8024169,153.2745479
45 Terania Street North Lismore,12.73,10.49,10.82,-28.8023673,153.2744772
45 Terania Street North Lismore,12.73,10.44,10.8,-28.8023673,153.2744772
46 Terania Street North Lismore,13.12,10.78,10.8,-28.8028483,153.2742054
49 Terania Street North Lismore,10.52,10.52,10.81,-28.8022685,153.2742704
49 Terania Street North Lismore,13.91,10.45,10.62,-28.8022685,153.2742704
50 Terania Street North Lismore,10.86,10.65,10.62,-28.8027036,153.2740533
50 Terania Street North Lismore,10.68,10.62,10.62,-28.8027036,153.2740533
18 Simmons Street North Lismore,12.96,10.71,10.81,-28.8039716,153.2739595
19 Simmons Street North Lismore,12.82,10.74,10.83,-28.8036512,153.2739909
22 Simmons Street North Lismore,13.55,10.75,10.83,-28.8039641,153.2737676
23 Simmons Street North Lismore,13.34,10.81,10.87,-28.8036225,153.2737806
24 Simmons Street North Lismore,13.52,10.89,10.85,-28.8039193,153.2735925
25 Simmons Street North Lismore,13.07,10.76,10.88,-28.8035933,153.2736169
6 Slater Street North Lismore,12.52,9.49,9.13,-28.7983073,153.2749187
8 Slater Street North Lismore,12.85,9.46,9.45,-28.7982865,153.2746978
10 Slater Street North Lismore,12.71,9.33,9.51,-28.7982473,153.274513
9 Terania Street North Lismore,11.51,8.8,9.26,-28.8027192,153.2764382
28 Terania Street North Lismore,11.54,10.67,10.85,-28.8029408,153.2751654
30 Terania Street North Lismore,13.23,10.74,10.88,-28.8029344,153.2748726
31 Terania Street North Lismore,11.09,10.75,10.86,-28.8022423,153.2751072
31 Terania Street North Lismore,10.75,10.75,10.86,-28.8022423,153.2751072
32 Terania Street North Lismore,12.86,10.83,10.93,-28.802905,153.2747345
33 Terania Street North Lismore,10.7,10.68,10.88,-28.8022472,153.2750108
35 Terania Street North Lismore,13.04,10.64,10.93,-28.8024286,153.2748726
36 Terania Street North Lismore,12.81,10.77,10.92,-28.8028757,153.2745964
37 Terania Street North Lismore,13.14,10.76,10.93,-28.8023937,153.2748077
38 Terania Street North Lismore,11.76,10.78,10.86,-28.8031186,153.2744007
39 Terania Street North Lismore,9.64,8.9,9.25,-28.802394,153.2747002
41 Terania Street North Lismore,12.73,10.62,10.92,-28.8023377,153.2746467
42 Terania Street North Lismore,13.02,10.82,10.82,-28.803021,153.2743148
43 Terania Street North Lismore,12.64,10.52,10.86,-28.8024169,153.2745479
45 Terania Street North Lismore,12.73,10.49,10.82,-28.8023673,153.2744772
45 Terania Street North Lismore,12.73,10.44,10.8,-28.8023673,153.2744772
46 Terania Street North Lismore,13.12,10.78,10.8,-28.8028483,153.2742054
49 Terania Street North Lismore,10.52,10.52,10.81,-28.8022685,153.2742704
49 Terania Street North Lismore,13.91,10.45,10.62,-28.8022685,153.2742704
50 Terania Street North Lismore,10.86,10.65,10.62,-28.8027036,153.2740533
50 Terania Street North Lismore,10.68,10.62,10.62,-28.8027036,153.2740533
50 Terania Street North Lismore,11.66,10.98,10.54,-28.8027036,153.2740533
50 Terania Street North Lismore,12.23,10.88,10.54,-28.8027036,153.2740533
53 Terania Street North Lismore,10.32,10.35,10.76,-28.802256,153.2740659
53 Terania Street North Lismore,10.37,10.37,10.54,-28.802256,153.2740659
53 Terania Street North Lismore,10.2,10.2,10.46,-28.802256,153.2740659
54 Terania Street North Lismore,10.69,10.52,10.52,-28.8030406,153.2739827
57 Terania Street North Lismore,12.64,9.99,10.37,-28.8019494,153.2739077
60 Terania Street North Lismore,10.76,10.45,10.46,-28.8028922,153.2737844
61 Terania Street North Lismore,12.94,9.9,10.35,-28.8022483,153.2737016
64 Terania Street North Lismore,12.27,10.33,10.35,-28.8027232,153.2736131
65 Terania Street North Lismore,12.24,9.86,10.31,-28.8022606,153.2735169
71 Terania Street North Lismore,9.88,9.86,10.2,-28.8020289,153.2729795
73 Terania Street North Lismore,11.56,9.75,10.09,-28.8020936,153.272773
77 Terania Street North Lismore,11.73,9.47,9.94,-28.8021578,153.2725593
78 Terania Street North Lismore,10.3,10.09,10.19,-28.8025522,153.2726787
80 Terania Street North Lismore,11.92,9.98,9.94,-28.8026783,153.2724783
82 Terania Street North Lismore,13.3,9.74,9.75,-28.8025477,153.2723381
84 Terania Street North Lismore,12.95,9.65,9.38,-28.8025495,153.2722016
86 Terania Street North Lismore,12,9.2,9.24,-28.8025192,153.2720536
90 Terania Street North Lismore,12.35,8.78,8.82,-28.802468,153.2718182
94 Terania Street North Lismore,12.67,8.86,9.18,-28.8023915,153.2709593
96 Terania Street North Lismore,13.04,9.19,9.38,-28.8023697,153.2707235
98 Terania Street North Lismore,12.05,11.16,11.57,-28.8025741,153.2703378
99 Terania Street North Lismore,12.92,9.7,9.91,-28.8018329,153.2706826
101 Terania Street North Lismore,13.36,10.04,10.22,-28.8018158,153.2704924
103 Terania Street North Lismore,12.85,10.33,10.43,-28.8017643,153.2703603
105 Terania Street North Lismore,13.09,10.62,10.71,-28.8017873,153.2702186
109 Terania Street North Lismore,13.34,10.91,11.09,-28.8017203,153.2700581
110 Terania Street North Lismore,13.17,10.67,11.03,-28.802261,153.269957
111 Terania Street North Lismore,11.19,11.07,11.47,-28.8016673,153.2695647
112 Terania Street North Lismore,12.38,11.51,11.62,-28.8021548,153.2692531
113 Terania Street North Lismore,11.79,11.11,11.57,-28.8016107,153.2694394
117 Terania Street North Lismore,12.21,11.26,11.62,-28.8014479,153.2691407
118 Terania Street North Lismore,13.08,11.64,11.65,-28.8021733,153.2690386
50 Terania Street North Lismore,11.66,10.98,10.54,-28.8027036,153.2740533
50 Terania Street North Lismore,12.23,10.88,10.54,-28.8027036,153.2740533
53 Terania Street North Lismore,10.32,10.35,10.76,-28.802256,153.2740659
53 Terania Street North Lismore,10.37,10.37,10.54,-28.802256,153.2740659
53 Terania Street North Lismore,10.2,10.2,10.46,-28.802256,153.2740659
54 Terania Street North Lismore,10.69,10.52,10.52,-28.8030406,153.2739827
57 Terania Street North Lismore,12.64,9.99,10.37,-28.8019494,153.2739077
60 Terania Street North Lismore,10.76,10.45,10.46,-28.8028922,153.2737844
61 Terania Street North Lismore,12.94,9.9,10.35,-28.8022483,153.2737016
64 Terania Street North Lismore,12.27,10.33,10.35,-28.8027232,153.2736131
65 Terania Street North Lismore,12.24,9.86,10.31,-28.8022606,153.2735169
71 Terania Street North Lismore,9.88,9.86,10.2,-28.8020289,153.2729795
73 Terania Street North Lismore,11.56,9.75,10.09,-28.8020936,153.272773
77 Terania Street North Lismore,11.73,9.47,9.94,-28.8021578,153.2725593
78 Terania Street North Lismore,10.3,10.09,10.19,-28.8025522,153.2726787
80 Terania Street North Lismore,11.92,9.98,9.94,-28.8026783,153.2724783
82 Terania Street North Lismore,13.3,9.74,9.75,-28.8025477,153.2723381
84 Terania Street North Lismore,12.95,9.65,9.38,-28.8025495,153.2722016
86 Terania Street North Lismore,12,9.2,9.24,-28.8025192,153.2720536
90 Terania Street North Lismore,12.35,8.78,8.82,-28.802468,153.2718182
94 Terania Street North Lismore,12.67,8.86,9.18,-28.8023915,153.2709593
96 Terania Street North Lismore,13.04,9.19,9.38,-28.8023697,153.2707235
98 Terania Street North Lismore,12.05,11.16,11.57,-28.8025741,153.2703378
99 Terania Street North Lismore,12.92,9.7,9.91,-28.8018329,153.2706826
101 Terania Street North Lismore,13.36,10.04,10.22,-28.8018158,153.2704924
103 Terania Street North Lismore,12.85,10.33,10.43,-28.8017643,153.2703603
105 Terania Street North Lismore,13.09,10.62,10.71,-28.8017873,153.2702186
109 Terania Street North Lismore,13.34,10.91,11.09,-28.8017203,153.2700581
110 Terania Street North Lismore,13.17,10.67,11.03,-28.802261,153.269957
111 Terania Street North Lismore,11.19,11.07,11.47,-28.8016673,153.2695647
112 Terania Street North Lismore,12.38,11.51,11.62,-28.8021548,153.2692531
113 Terania Street North Lismore,11.79,11.11,11.57,-28.8016107,153.2694394
117 Terania Street North Lismore,12.21,11.26,11.62,-28.8014479,153.2691407
118 Terania Street North Lismore,13.08,11.64,11.65,-28.8021733,153.2690386
